ID12101	1	48	0	0	17546	0	1	0	0	0	0
ID12102	0	40	1	3	30085.1	1	3	1	0	1	1
ID12103	0	51	0	0	16575.4	1	0	1	1	1	0
ID12104	0	23	0	3	20375.4	1	3	0	0	1	0
ID12105	0	57	0	1	50576.3	1	0	0	1	0	0
ID12106	1	57	0	3	37869.6	1	2	0	1	1	0
ID12107	1	22	1	1	8877.07	0	0	0	0	1	0
ID12108	0	58	1	3	24946.6	1	0	1	1	1	0
ID12109	0	37	0	2	25304.3	1	2	1	0	0	0
ID12110	0	54	1	3	24212.1	1	2	1	1	1	0
ID12111	0	66	0	3	59803.9	1	0	0	1	1	0
ID12112	0	52	0	0	26658.8	0	0	1	1	1	1
ID12113	1	44	0	3	15735.8	1	1	0	1	1	1
ID12114	1	66	0	3	55204.7	1	1	1	1	1	1
ID12115	0	36	1	1	19474.6	1	0	0	1	1	1
ID12116	0	38	0	0	22342.1	1	0	1	1	1	1
ID12117	0	37	0	3	17729.8	1	2	0	0	0	1
ID12118	0	46	0	2	41016	1	0	0	1	0	1
ID12119	1	62	0	0	26909.2	1	0	0	1	0	0
ID12120	0	31	1	3	22522.8	1	0	1	1	1	0
ID12121	1	61	1	0	57880.7	1	2	0	1	0	0
ID12122	0	50	1	3	16497.3	1	2	0	1	1	0
ID12123	0	54	1	0	38446.6	1	0	0	1	1	0
ID12124	0	27	0	3	15538.8	0	0	1	1	1	1
ID12125	0	22	1	0	12640.3	0	2	1	1	1	0
ID12126	0	56	1	0	41034	1	0	1	1	1	1
ID12127	0	45	1	0	20809.7	1	0	0	1	1	1
ID12128	1	39	0	3	20114	1	1	0	0	1	0
ID12129	0	39	0	0	29359.1	0	3	1	0	1	1
ID12130	1	61	1	1	24270.1	1	1	0	0	1	0
ID12131	0	61	0	1	22942.9	1	2	0	1	1	0
ID12132	0	20	0	3	16325.8	1	2	0	1	0	0
ID12133	1	45	1	2	23443.2	1	1	1	1	1	0
ID12134	0	33	0	0	29921.3	0	3	1	1	0	0
ID12135	1	43	1	2	37521.9	0	0	0	1	1	0
ID12136	0	27	0	0	19868	1	2	0	1	1	0
ID12137	0	19	1	1	10953	1	3	1	1	1	0
ID12138	1	36	0	1	13381	0	0	1	0	1	0
ID12139	0	43	0	3	18504.3	1	0	1	1	1	0
ID12140	0	66	0	2	25391.5	0	2	0	0	1	0
ID12141	1	55	1	3	26774.2	1	0	0	0	1	1
ID12142	0	47	0	0	26952.6	1	0	1	0	1	0
ID12143	1	67	1	3	55716.5	0	2	1	1	0	0
ID12144	0	32	0	3	27571.5	1	0	1	0	1	1
ID12145	0	20	1	0	13740	0	2	1	1	1	1
ID12146	1	64	1	0	52670.6	1	2	0	1	1	1
ID12147	1	50	0	0	13283.9	0	1	1	1	1	0
ID12148	1	29	1	0	13106.6	0	2	0	1	1	1
ID12149	1	52	1	0	39547.8	0	2	1	0	1	0
ID12150	0	47	0	1	17867.3	1	2	1	1	0	0
ID12151	0	24	1	3	14309.7	0	2	1	1	0	0
ID12152	0	36	1	3	23894.8	1	0	0	0	0	0
ID12153	1	43	1	3	16259.7	1	1	0	1	1	0
ID12154	1	48	1	2	29794.1	0	1	0	1	1	0
ID12155	0	63	1	3	56842.5	1	0	0	1	1	1
ID12156	1	52	0	1	47835.8	0	3	0	1	0	0
ID12157	1	58	0	0	24977.5	0	0	0	0	1	0
ID12158	1	28	1	0	23124.9	1	0	0	1	1	0
ID12159	0	29	0	0	15143.8	1	0	0	0	1	0
ID12160	1	34	1	0	25334.3	0	1	1	1	1	1
ID12161	1	42	0	0	24763.3	1	1	0	1	1	1
ID12162	1	65	0	0	36589	0	1	1	0	1	0
ID12163	0	47	1	0	27022.6	1	2	0	1	1	0
ID12164	0	20	1	0	11700.4	1	0	0	1	0	0
ID12165	0	21	1	3	5014.21	0	0	1	1	1	1
ID12166	0	42	1	0	17390.1	1	0	0	1	1	0
ID12167	0	19	1	3	10861	0	2	0	1	1	0
ID12168	0	41	0	3	34892.9	0	0	0	1	1	1
ID12169	0	30	1	3	19403.1	0	2	0	1	1	0
ID12170	1	31	0	1	10441.9	1	2	0	0	1	0
ID12171	0	25	1	0	14064.9	1	3	1	1	1	0
ID12172	1	21	1	0	8062.73	0	0	0	0	1	0
ID12173	1	36	1	0	31982	1	3	1	1	1	1
ID12174	0	58	0	0	23197.5	1	2	0	1	0	1
ID12175	1	64	0	0	52674	0	2	1	1	1	0
ID12176	1	59	0	1	35610.5	0	2	1	0	0	0
ID12177	0	45	0	3	26948	0	0	0	1	1	1
ID12178	1	61	1	0	49456.7	1	1	1	1	1	1
ID12179	0	30	0	0	14724.5	1	0	1	0	1	0
ID12180	1	58	0	3	34524.9	1	2	1	1	0	0
ID12181	1	50	0	3	22052.1	0	3	0	1	1	0
ID12182	0	30	1	0	27808.1	0	3	0	0	1	0
ID12183	0	29	0	0	12591.4	1	1	0	1	1	0
ID12184	1	35	1	0	16394.4	1	1	0	1	1	0
ID12185	1	62	1	0	24026.1	1	0	0	0	1	1
ID12186	1	36	1	0	31683.1	1	1	1	1	1	0
ID12187	0	25	0	0	15525	1	0	0	1	1	0
ID12188	0	66	0	3	22562.2	0	0	1	1	1	1
ID12189	0	30	1	2	15848.7	1	0	1	1	0	1
ID12190	1	54	0	0	31095.6	1	2	0	0	1	0
ID12191	1	37	1	3	24814.5	1	1	1	0	1	1
ID12192	0	28	0	0	25429.3	0	2	0	1	1	1
ID12193	1	53	0	1	34866.5	0	0	0	0	1	0
ID12194	0	61	1	0	42579.1	1	2	1	1	1	0
ID12195	0	61	0	0	41127.4	1	0	1	1	0	0
ID12196	0	18	0	0	9990.11	1	0	0	1	1	0
ID12197	0	22	1	0	7948.62	1	1	0	0	0	1
ID12198	1	34	1	3	30870.8	1	2	1	1	1	1
ID12199	0	35	0	0	12125.8	0	2	0	1	1	0
ID12200	0	18	0	1	15348.9	1	0	1	0	1	0
ID12201	1	54	1	0	26707.9	1	1	0	1	1	1
ID12202	0	27	0	0	11604.4	1	2	1	1	1	0
ID12203	1	42	1	0	15499.9	1	0	1	0	1	1
ID12204	0	43	1	3	33088.5	0	0	0	1	1	1
ID12205	1	64	0	0	34513.6	1	1	0	1	1	0
ID12206	0	43	1	3	32395.5	1	3	1	1	1	0
ID12207	0	49	1	1	46633	1	0	1	1	0	0
ID12208	0	23	1	0	13039.9	1	0	0	0	1	0
ID12209	1	23	1	0	12681.9	0	0	0	1	1	0
ID12210	0	30	0	0	24031.5	1	2	1	1	1	1
ID12211	1	36	1	3	37330.5	0	2	0	1	1	0
ID12212	0	34	1	0	25333.2	1	3	1	0	0	1
ID12213	0	51	0	0	37094.2	1	0	1	0	1	0
ID12214	1	36	1	3	33630.6	0	2	1	1	1	0
ID12215	1	56	1	0	43228.2	1	1	1	1	1	0
ID12216	0	54	0	0	47796.8	1	0	0	1	1	0
ID12217	0	56	0	3	21730.3	1	2	0	1	0	0
ID12218	0	26	1	0	10044.1	1	3	0	1	1	1
ID12219	1	39	1	3	17270.1	0	0	1	0	0	0
ID12220	1	64	0	1	45765	1	3	1	1	1	0
ID12221	0	46	1	1	29525.5	0	2	0	1	0	1
ID12222	1	62	0	1	54863.8	1	1	1	1	1	0
ID12223	1	36	0	3	20799	1	1	0	1	0	1
ID12224	1	35	0	1	33028.3	0	1	0	1	1	0
ID12225	1	47	1	1	45031.9	0	3	1	1	0	0
ID12226	1	47	1	0	39010.8	1	2	0	0	1	0
ID12227	0	37	0	3	25257.7	1	0	1	1	1	0
ID12228	0	48	0	0	42603.9	1	0	0	1	1	0
ID12229	0	41	1	3	14092.7	1	3	1	1	1	0
ID12230	1	27	0	1	21350.3	0	0	1	1	1	0
ID12231	0	43	1	0	23246.4	0	2	0	0	1	0
ID12232	0	61	1	1	41609.5	1	3	0	1	1	1
ID12233	0	52	0	2	16716.1	0	2	1	1	1	0
ID12234	0	64	0	2	36436.4	1	0	1	0	1	0
ID12235	1	66	0	3	59503.8	1	2	1	1	1	1
ID12236	1	53	0	3	31334.8	1	1	1	1	1	0
ID12237	0	20	0	0	14048.9	1	2	1	0	1	1
ID12238	1	57	0	0	39205.3	0	0	0	1	1	0
ID12239	0	65	0	1	42173.9	1	0	0	1	1	0
ID12240	1	64	0	0	55263	0	1	0	1	1	0
ID12241	0	52	1	0	37095.2	1	3	0	1	1	0
ID12242	0	47	0	0	22791.4	1	0	0	0	1	0
ID12243	0	28	0	3	17240.6	1	1	1	0	0	1
ID12244	0	64	1	3	48974.8	1	0	1	1	1	1
ID12245	1	25	1	0	18923	1	1	0	1	1	0
ID12246	1	58	1	2	51204.2	1	0	0	1	0	1
ID12247	0	34	1	3	20236.2	1	2	1	0	1	0
ID12248	0	20	0	0	18860.3	0	2	0	1	1	0
ID12249	0	63	1	1	25732.5	1	0	1	1	0	0
ID12250	0	30	0	2	28240.4	1	3	1	1	1	0
ID12251	1	53	1	1	28193.6	1	1	1	1	1	0
ID12252	1	43	1	3	36432.8	0	2	1	0	1	0
ID12253	1	63	1	3	54618.8	1	2	0	1	0	1
ID12254	1	33	1	0	24760.8	1	1	0	1	1	1
ID12255	0	41	1	1	23356.1	0	2	1	0	0	0
ID12256	1	20	0	2	8143.75	1	2	0	1	1	0
ID12257	0	50	1	3	26462.5	1	0	1	1	1	0
ID12258	0	24	1	1	20467.3	1	2	1	1	1	0
ID12259	1	60	0	3	21506.2	1	0	0	0	1	0
ID12260	1	44	0	3	15315.3	1	1	0	1	1	0
ID12261	0	23	1	0	18875.7	1	2	1	1	1	0
ID12262	0	40	0	0	12977.2	1	0	0	0	0	0
ID12263	0	49	0	3	20708.5	0	3	0	0	1	0
ID12264	0	21	0	3	7549.38	0	1	1	0	1	0
ID12265	0	40	0	0	24904	1	0	0	0	0	0
ID12266	1	26	1	1	24071.8	1	1	0	0	1	1
ID12267	0	20	1	3	9589.91	0	1	0	1	1	1
ID12268	0	24	1	0	8562.86	0	1	0	0	0	1
ID12269	0	37	0	3	26707.5	0	0	1	1	1	0
ID12270	0	56	1	0	34020.5	1	0	0	0	1	0
ID12271	0	52	1	0	49175.7	1	0	1	1	1	0
ID12272	0	22	1	0	19726.3	1	2	0	0	1	0
ID12273	0	35	1	0	24346.6	1	3	1	1	1	0
ID12274	1	34	1	1	26999.4	1	1	1	1	1	0
ID12275	1	67	0	3	41558.1	1	2	0	1	1	0
ID12276	1	58	0	0	56340.3	0	0	0	1	1	0
ID12277	0	40	1	3	37558.5	1	0	1	1	1	0
ID12278	1	41	0	0	30099.3	1	0	1	1	1	1
ID12279	1	43	1	0	15254.8	1	0	0	0	0	0
ID12280	1	63	1	0	36086.1	1	2	0	0	1	0
ID12281	1	22	0	0	17655	1	1	0	1	1	1
ID12282	1	60	1	1	56658.9	0	0	0	1	1	0
ID12283	0	65	0	0	37706.5	0	0	1	1	1	1
